kode;nama;kategori;satuan_kecil;harga_beli;harga_jual;satuan_besar
OBT0513;HANSAPLAST SENSITIVE XL 1 LEMBAR;Alat Kesehatan;Pcs;547174;4880;Pcs
OBT0871;HANSAPLAST SENSITIVE XXL 1 LEMBAR;Alat Kesehatan;Pcs;763081;16950;Pcs
1,15E+63;HAU FUNG SAN 1.2G;Obat Bebas;Pcs;435675;43273.35;Pcs
30000900;HEROCYN PWD 150G;Obat Bebas;Pcs;1513208;7400;Botol
0112d0102;HOLISTICARE ORANGE EFF 10S TUBE SUPREME;Vitamin;Pcs;38295;5260;Tube
OBT0325;HOT IN KOYO AROMATHERAPY 10 LEMBAR;Obat Bebas;Pcs;6435;4600;Pcs
20002022;HUKI COTTON BUDS EF ZAK 100S CI0081;Alat Kesehatan;Pcs;438458;5700;Pcs
20002028;HUKI COTTON BUDS ZAK 100S CI0010;Alat Kesehatan;Pcs;385385;12200;Pcs
OBT0805;HUKI COTTONS BUD BABY 100S;Alat Kesehatan;Pcs;4800;13490;Pcs
20002086;HUSADA KAPAS BOLA 100S;Alat Kesehatan;Pcs;10150;38770;Pcs
20002090;HUSADA KAPAS PEMBALUT 100G;Alat Kesehatan;Pcs;1173443;4300;Pcs
20002091;HUSADA KAPAS PEMBALUT 250G;Alat Kesehatan;Pcs;33715;55500;Pcs
20002092;HUSADA KAPAS PEMBALUT 25G;Alat Kesehatan;Pcs;3740;7990;Pcs
20002093;HUSADA KAPAS PEMBALUT 500G;Alat Kesehatan;Pcs;48250;5910;Pcs
20002094;HUSADA KAPAS PEMBALUT 50G;Alat Kesehatan;Pcs;694925;9100;Pcs
20002103;HUSADA VERBAN 10CM;Alat Kesehatan;Pcs;513486;5100;Pcs
OBT0092;HUSADA VERBAN 15CM;Alat Kesehatan;Pcs;7579;3150;Pcs
20002106;HUSADA VERBAN 5CM;Alat Kesehatan;Pcs;4240;7100;Pcs
20002107;HUSADA VERBAN 6CM;Alat Kesehatan;Pcs;273933;5040;Pcs
20002108;HUSADA VERBAN 7CM;Alat Kesehatan;Pcs;5940;148120;Pcs
20002109;HUSADA VERBAN 8CM;Alat Kesehatan;Pcs;43845;18796.46;Pcs
20002113;HYPAFIX 10CMX5M;Alat Kesehatan;Pcs;1287957;78820;Pcs
DSSF5364;HYPAFIX 5 CM X 1 M;Alat Kesehatan;Pcs;1634475;77320.07;Pcs
20002112;HYPAFIX 5CMX5M;Alat Kesehatan;Pcs;685425;79120;Pcs
0103d0012;ILIADIN KINDER 0,025% 10ML;Obat Bebas;Pcs;6842484;12000;Pcs
0103d0014;ILIADIN SPRAY 0,05% 10ML;Obat Bebas;Pcs;7001407;25000;Pcs
OBT0313;JASA CEK AS.URAT;Alat Kesehatan;Pcs;3864;12000;Pcs
OBT0311;JASA CEK CHOLESTEROL;Alat Kesehatan;Pcs;17871;8500;Pcs
OBT0312;JASA CEK GLUCOSA;Alat Kesehatan;Pcs;3542;11400;Pcs
OBT0494;JF SULFUR ACNE CARE ANTI ACNE SOAP 65 G;Obat;Pcs;7524;14800;Pcs
OBT0833;JF SULFUR ACNE PROTECT SOAP 90 GR;Obat Bebas;Pcs;99099;11550;Pcs
OBT0811;JF SULFUR ACNE SPOT CARE 65 G;Obat Bebas;Pcs;12980;11390;Pcs
30000988;JF SULFUR ANTIACNE 90G;Obat Bebas;Pcs;10241;11450;Pcs
OBT0834;JF SULFUR DERMA PROTECT BLUE OCEAN 90 G;Obat Bebas;Pcs;9900;68376;Pcs
OBT0835;JF SULFUR FAMILY SKIN SOAP GREEN COOL 90 GRAM;Obat Bebas;Pcs;99099;68376;Pcs
0105f0042;JOINTFIT EXTRA ROLLER GEL 35G;Obat Bebas;Pcs;61050;13300;Tube
0105f0043;JOINTFIT ROLLER GEL 35G;Obat Bebas;Pcs;61050;25693.21;Tube
12100860;KAKAK TUA OBAT SAKIT GIGI;Obat Bebas;Pcs;11877;44423.54;Pcs
12100397;KAPAK MINYAK ANGIN 14ML;Obat Bebas;Pcs;2294037;5000;Pcs
12100398;KAPAK MINYAK ANGIN 28ML;Obat Bebas;Pcs;3931287;2900;Pcs
12100399;KAPAK MINYAK ANGIN 3ML;Obat Bebas;Pcs;4470;46760;Pcs
OBT1017;KAPAS PEMBALUT 50 G;Alat Kesehatan;Pcs;2525;8050;Pcs
0114i0038;KARY UNI 5ML EYE DROP;Obat Keras;Pcs;39627;31200;Botol
20002405;KASA STERIL HUSADA 16X16;Alat Kesehatan;Pcs;7000;32167.8;Pcs
20002489;KOMPRES DINGIN;Alat Kesehatan;Pcs;26000;17300;Pcs
20002490;KOMPRES PANAS WWZ;Alat Kesehatan;Pcs;27972;147840;Pcs
0108q0018;KONVERMEX 250MG SYRUP;Obat Bebas;Pcs;154528;26803.39;Botol
OBT0921;KOZUI MINERAL PEELING SOLUTION 300ML;Obat Bebas;Pcs;132000;109792.02;Pcs
8,99E+12;KUTILOS;Obat Bebas;Pcs;239316;18700;Pcs
0116k0218x17;LACTACYD BABY 250ML;Obat Bebas;Pcs;9716107;26660;Botol
0110b0017;LACTACYD HERBAL DAILY FEMINE WASH 60ML;Obat Bebas;Pcs;16700;12900;Botol
0113f1736;LAMANDEL 200GR BTL;Obat Herbal;Pcs;23800;4970;Botol
12100452;LANG ACTIVE BALSEM 40G;Obat Bebas;Pcs;11479;9010;Pcs
12100456;LANG BALSEM GOSOK 10G;Obat Bebas;Pcs;44374;23040;Pcs
12100457;LANG BALSEM GOSOK 20G;Obat Bebas;Pcs;80475;226595.4;Pcs
012101039x17;LANG MKP PLUS 60ML;Obat Bebas;Pcs;205722;4420;Botol
0114f0032;LATIPRESS EYE DROP 2.5ML;Obat Keras;Pcs;192030;8970;Botol
8,99E+12;LAURIER ACTIVE DAY SUPER MAXI NON WING 8 PADS;Alat Kesehatan;Pcs;384615;108090;Pcs
8,99E+12;LAURIER RELAX NIGHT WING 35CM 6S;Alat Kesehatan;Pcs;7800;95100;Pcs
1,01E+61;LAXOBERON 7.5MG/ML DROP 10ML;Obat Keras;Pcs;9160386;47500;Botol
20002688;LIFREE PANTS EXTRA DAYA SERAP L 4S;Alat Kesehatan;Pcs;79240;95100;Pcs
20002689;LIFREE PANTS EXTRA DAYA SERAP M 5S;Alat Kesehatan;Pcs;39620;15525;Pcs
20002691;LIFREE PANTS EXTRA DAYA SERAP XL 3S;Alat Kesehatan;Pcs;79240;19520;Pcs
OBT1137;LOMATUELL H 10CM X 10CM;Alat Kesehatan;Pcs;13500;19957;Pcs
12100528;MACAN BALSEM PUTIH 20G;Obat Bebas;Pcs;1742478;34490;Pcs
12100530;MACAN MERAH BALSEM 20G;Obat Bebas;Pcs;178189;60860.8;Pcs
0113f2341;MADU MURNI NUSANTARA 100ML;Obat Herbal;Pcs;3079362;13200;Botol
0113f2342;MADU MURNI NUSANTARA 250ML;Obat Herbal;Pcs;54340;32500;Botol
20002801;MAGIC POWER BLACK PARADER;Alat Kesehatan;Pcs;11000;16300;Pcs
0113b0158;MAMA SOYA 200G;Obat Bebas;Pcs;29000;14300;Pcs
12100861;MAPOH 5.5G BTL;Obat Bebas;Pcs;14584;12900;Pcs
30001335;MARCKS BEDAK BEAUTY POWDER CREME 40G;Obat Bebas;Pcs;12777;14300;Pcs
30001341;MARCKS BEDAK BEAUTY POWDER PUTIH 40G;Obat Bebas;Pcs;11560;41600;Pcs
9,00E+12;MARCKS ROSE;Obat Bebas;Pcs;12777;2799000;Pcs
20003038;MASKER DEWASA OMRON;Alat Kesehatan;Pcs;34650;18381.6;Pcs
OBT0781;MASKER LG;Alat Kesehatan;Pcs;2399000;12000;Pcs
OBT0381;MASKER OKSIGEN / OXYGEN MASK DEWASA;Alat Kesehatan;Pcs;15318;7000;Pcs
20003085;MASKER SKRINEER 10S;Alat Kesehatan;Pcs;10000;90608;Sachet
20003087;MASKER SKRINEER 5S;Alat Kesehatan;Pcs;6050;10970;Sachet
0113f2779;MASTIN CAP 100S;Obat Herbal;Pcs;80900;72800;Botol
20003158;MEDISOFT KAPAS BOLA 75G;Alat Kesehatan;Pcs;954045;219270;Pcs
0113b0160;MELILEA SUSU KEDELAI 500G;Obat Bebas;Pcs;65000;49529.09;Pcs
0108k0138;MONURIL GRANUL 3GR;Obat Keras;Pcs;194040;240838.92;Sachet
0108n0085;MYCORINE PWD 25G;Obat Bebas;Pcs;442224;720;Pcs
0103d0018;NASONEX 50MCG/DOSIS NASAL SPRAY 60 DOSIS;Obat Keras;Pcs;21503475;69000;Pcs
OBT1136;NEEDLE 27 G;Alat Kesehatan;Pcs;18000;71456;Pcs
0113b0705x17;NEPHRISOL COKL 201G;Obat Bebas;Pcs;61600;103600;Pcs
0113b0704x17;NEPHRISOL VAN 201G;Obat Bebas;Pcs;63800;20370;Pcs
20003507;NESCO CHECKGLUCOSE STRIP 25S;Alat Kesehatan;Pcs;86364;127750;Pcs
OBT0647;NEXCARE MICROPORE PLESTER ROLL 1 INCH;Alat Kesehatan;Pcs;177045;154850.51;Pcs
30001732;NIVEA SUN MOISTURISING SPF 50 100ML;Obat Bebas;Pcs;1140524;270427.08;Botol
0116j0129;NOROID SOOTHING CR 80ML;Obat Bebas;Pcs;13825938;20120;Tube
0116j0069;NOVELL SMOOTHING CR 28G;Obat Bebas;Pcs;239316;15800;Tube
30001802;OILUM SOAP BRIGHTENING SCRUB 85G;Obat Bebas;Pcs;179685;17600;Pcs
OBT0338;OMO SELKA MASKER KAIN DWS;Alat Kesehatan;Pcs;13770;800900;Pcs
OBT0337;OMO VAIA MASKER KAIN DWS;Alat Kesehatan;Pcs;15300;615600;Pcs
020006045x17;OMRON AUTOMATIC BLOOD PRESSURE MONITOR JPN600;Alat Kesehatan;Pcs;667387;464100;Pcs
20003634;OMRON BLOOD PRESSURE MONITOR HEM-7130;Alat Kesehatan;Pcs;513037;489200;Pcs
20003636;OMRON BLOOD PRESSURE MONITOR HEM-8712;Alat Kesehatan;Pcs;386751;45450;Pcs
020006307x17;OMRON COMPRESOR NEBULIZER NE C101;Alat Kesehatan;Pcs;407647;96500;Pcs
20003679;OMRON DIGITAL THERMOMETER MC-245;Alat Kesehatan;Pcs;38808;52815.82;Pcs
GESM1914;OMRON DIGITAL THERMOMETER MC-343F;Alat Kesehatan;Pcs;839047;233000;Pcs
20003680;OMRON TERMOMETER DIGITAL MC 246;Alat Kesehatan;Pcs;4592681;80400;Pcs
0113f6454x17;ON NERGY CAP 40S BTL;Obat Bebas;Pcs;208000;43850;Pcs
20003726;ONE MED DR J UNDERPAD 60X90CM 10S;Alat Kesehatan;Pcs;67000;11390;Pcs
OBT0118;OPSITE POST OP 20X10CM;Alat Kesehatan;Pcs;38115;22770;Pcs
OBT0119;OPSITE POST OP 6.5X5CM;Alat Kesehatan;Pcs;9900;29360;Pcs
OBT0120;OPSITE POST OP 9.5X8.5CM;Alat Kesehatan;Pcs;19800;48400;Pcs
OBT0121;OPSITE POST OP15.5X8.5CM;Alat Kesehatan;Pcs;25530;25710;Pcs
0114f0037;OPTIBET EYE DROP 5ML;Obat Keras;Pcs;41000;5300;Botol
4,97E+12;OSAKI PEMBALUT BERSALIN & NIFAS 4S;Alat Kesehatan;Pcs;2235585;5300;Pcs
40100380;PAGODA PERMEN APEL 20G;F&b;Pcs;4400;5300;Pcs
40100382;PAGODA PERMEN GRAPE 20G;F&b;Pcs;4400;5300;Pcs
40100392;PAGODA PERMEN MINT 20G;F&b;Pcs;4400;5670;Pcs
40100394;PAGODA PERMEN STRAW 20G;F&b;Pcs;4400;1000000;Pcs
0116b0106;PAGODA SALEP EKSTRA 10G;Obat Bebas;Pcs;506049;45200;Pcs
OBT0368;PAN;Obat;Pcs;0;57400;Pcs
0104k0238;PANADOL DROP 15ML;Obat Bebas;Pcs;40320;176994.15;Botol
0116j0083;PARASOL SUNCREEN LOT SPF 30 50G TUBE;Obat Bebas;Pcs;51260;80190;Botol
0113a0571;PEDIACOMPLETE VANILA 400 G;Obat Bebas;Pcs;15803049;80186.4;Pcs
0113b0567;PEPTISOL COKLAT 185G;Obat Bebas;Pcs;71595;109250;Pcs
0113b0568;PEPTISOL VANILA 185G;Obat Bebas;Pcs;71595;132881.8;Pcs
OBT0530;PERBAN 40 CM X 80 CM;Alat Kesehatan;Pcs;95000;76023.12;Pcs
0116j0086;PHYSIOGEL CLEANSER 150ML BTL;Obat Bebas;Pcs;11759451;12500;Botol
OBT1148;PIGEON NOSE CLEANER (ASPIRATOR NASAL);Alat Kesehatan;Pcs;672771;30600;Pcs
20004319;PIGEON SILICONE NIPPLE S 1S;Alat Kesehatan;Pcs;10450;8400;Pcs
20004328;PIGEON SILICONE PACIFIER STEP 1 BLUE;Alat Kesehatan;Pcs;25500;48874.54;Pcs
20004366;PIPET PENDEK PLASTIK;Alat Kesehatan;Pcs;7000;51750;Pcs
OBT0440;PISPOT PLASTIK BESAR;Alat Kesehatan;Pcs;424996;18400;Pcs
OBT0439;PISPOT PLASTIK KECIL;Alat Kesehatan;Pcs;45000;11350;Pcs
20004386;PLESTER NEXCARE WATERPROOF BLOOD STOP 2S;Alat Kesehatan;Pcs;15350;10986.31;Pcs
8,99E+12;PLOSSA BLUEMOUNTAIN;Obat Bebas;Pcs;1013614;11350;Pcs
8,99E+12;PLOSSA EUCALYPTUS;Obat Bebas;Pcs;97224;85550;Pcs
8,99E+12;PLOSSA REDHOT;Obat Bebas;Pcs;1013615;950;Pcs
OBT0334;POLICREPE PERBAN PEMBALUT ELASTIS 15 CM X 4.55 M;Alat Kesehatan;Pcs;74400;45350;Pcs
OBT0506;POT SALEP;Alat Kesehatan;Pcs;863;36430;Pcs
0113b0570;PRENAGEN EMESIS COKLAT 200G;Obat Bebas;Pcs;40491;31200;Pcs
0113b0575;PRENAGEN ESENSIS COKLAT 180G;Obat Bebas;Pcs;32523;61594.34;Pcs
0113b0579;PRENAGEN ESENSIS VAN 180G;Obat Bebas;Pcs;27853;36500;Pcs
9,00E+12;PROBIO-C SERUM 10ML;Obat Bebas;Pcs;5499495;248020;Pcs
20004460;PROCARE UNDERPAD 60X90CM;Alat Kesehatan;Pcs;30455;47200;Pcs
OBT1035;PRODIVA GEL 30 G;Obat Bebas;Pcs;217560;47200;Pcs
OBT0830;PROLIZ LOZ HONEY LEMON;Vitamin;Pcs;40000;86250;Sachet
OBT0829;PROLIZ LOZENGES;Vitamin;Pcs;40000;33850;Sachet
OBT0437;PROPOLIS SM BRAZIL 6ML;Obat Herbal;Pcs;75000;295620;Pcs
1,12E+152;PROTECAL SOLID EFF 10S;Vitamin;Pcs;3021975;54480;Tube
OBT0273;PULMICORT TURBUHALER 200 MCG;Obat;Pcs;24634896;118190;Pcs
30002102;PUREKIDS INHALANT DECONGESTANT OIL 10ML;Alat Kesehatan;Pcs;473748;190400;Pcs
OBT1167;PUREKIDS INHALANT PLUS TUNGKU;Alat Kesehatan;Pcs;10277601;17800;Pcs
0113f6286x17;QNC GAMAT 300ML;Obat Herbal;Pcs;170000;77907.08;Botol
4,81E+12;RDL PAPAYA BRIGHTENING SOAP;Obat Bebas;Pcs;15900;158482.8;Pcs
0112e01661;RENOVIT TAB 30S BTL;Vitamin;Pcs;6894432;13400;Botol
0103d0041x17;RESPIMER BABY DECONGESTANT NASAL SPRAY 60ML;Obat Bebas;Pcs;139020;8300;Pcs
9,00E+12;REXONA WOMEN GLOWING WHITE ROLL ON 40 ML;Obat Bebas;Pcs;97104;16760;Pcs
020006095x171;SAFE CARE COOLING WIPES 10S;Obat Bebas;Pcs;7409;4850;Pcs
OBT0199;SAKATONIK ACTIF D3 1000 IU;Vitamin;Pcs;146993;7330;Strip
OBT1036;SALEP 2-4 15 G;Obat Bebas;Pcs;425019;11300;Pcs
0116g0042;SALICYL BEDAK KF 60G;Obat Bebas;Pcs;648462;14720;Pcs
0116m0128;SALONPAS CAIR 30ML;Obat Bebas;Pcs;10100;50400;Botol
MFAE6460;SALONPAS GEL PATCH 2 LEMBAR;Obat Bebas;Pcs;1314684;32250;Sachet
0112h0148x17;SANGOBION FIZZ EFF 10S TUBE;Vitamin;Pcs;45002;144663.72;Tube
OBT0050;SANJIN WATERMELON FROST INSUFFLATION 3 G;Obat Herbal;Pcs;272085;141926;Pcs
30002264;SEBAMED BABY BUBBLE BATH 200ML;Obat Bebas;Pcs;12916404;66150;Botol
30002267;SEBAMED BABY CARE CR 100ML;Obat Bebas;Pcs;1267204;98100;Pcs
30002269;SEBAMED BABY CLEANSING BAR 100G;Obat Bebas;Pcs;590766;66863;Pcs
4,10E+12;SEBAMED CF ANTI-PIMPLE GEL;;Pcs;87120;178300;Pcs
30002280;SEBAMED CLEANSING BAR 100G;Obat Bebas;Pcs;5939951;6350;Pcs
30002283;SEBAMED CLEAR FACE ANTI BACTERIAL CLEANSING FOAM 150ML;Obat Bebas;Pcs;1584005;19500;Pcs
20004706;SELECTION KAPAS 35G;Alat Kesehatan;Pcs;552225;15320;Pcs
OBT0053;SENSI CONVEX MASK 4 PLY EARLOOP 2 PIECES;Alat Kesehatan;Pcs;14850;202500;Sachet
7,24E+12;SENSI MASK 6S EARLOOP;Alat Kesehatan;Pcs;13320;246391.64;Sachet
0103b0207;SERETIDE 125 INH 120PUFF;Obat Keras;Pcs;1760924;322418.37;Botol
0103b0211;SERETIDE DISKUS 100MCG INH 60 PUFF;Obat Keras;Pcs;2142536;324850;Botol
0103b0209;SERETIDE DISKUS 250MCG INH 60 PUFF;Obat Keras;Pcs;2803638;184786.14;Botol
0103b0210;SERETIDE DISKUS 500MCG INH 60 PUFF;Obat Keras;Pcs;2824679;28000;Botol
OBT0277;SERETIDE INHALER 50;Obat Keras;Pcs;1606836;28000;Pcs
0113f4417;SIANTAN DEMAM BERDARAH TAB;Obat Herbal;Pcs;25000;40210;Sachet
0113f4418;SIANTAN DEMAM TYPHUS TAB;Obat Herbal;Pcs;25000;20240;Sachet
8,85E+12;SNAKE BRAND PHP 300GR CLASSIC;Obat Bebas;Pcs;35900;8300;Pcs
20004897;SOFTEX MATERNITY 10S;Alat Kesehatan;Pcs;17600;7800;Pcs
40200877;SOYJOY ALMOND CHOCOLATE 30G;Obat Bebas;Pcs;6950;153300;Pcs
0113b0429;SOYJOY STRAWBERY 30G;F&b;Pcs;6500;136590;Pcs
0103d0034;STERIMAR BABY NASAL SPRAY 50ML;Obat Bebas;Pcs;1368741;42890;Pcs
0103d0035;STERIMAR NASAL SPRAY 50ML;Obat Bebas;Pcs;120879;5290;Pcs
0112d0101;SUPREME EST C BLACKCURR EFF 10S TUBE;Vitamin;Pcs;38295;5640;Tube
OBT0952;SURGICAL GLOVES STERIL 6 GENERAL CARE;Alat Kesehatan;Pcs;4600;5640;Sachet
20003119;SURGICAL GLOVES STERIL 7;Alat Kesehatan;Pcs;4700;5600;Pcs
20003120;SURGICAL GLOVES STERIL 7.5;Alat Kesehatan;Pcs;4700;8740;Pcs
OBT0953;SURGICAL GLOVES STERIL 8;Alat Kesehatan;Pcs;5500;335310;Sachet
20005083;SUTRA OK KONDOM 3S;Alat Kesehatan;Pcs;7600;248795.14;Pcs
0103b0220;SYMBICORT TURB 160/ 60 DOSIS;Obat Keras;Pcs;29157091;4680;Botol
0103b0221;SYMBICORT TURB 80/60 DOSIS;Obat Keras;Pcs;2163436;20000;Botol
20005176;TEGADERM 1624;Alat Kesehatan;Pcs;406722;48580;Pcs
20005177;TEGADERM 1626;Alat Kesehatan;Pcs;17391;95100;Pcs
20005178;TEGADERM 1627;Alat Kesehatan;Pcs;422433;118902.15;Pcs
20005202;TENSOCREPE 10 CM X 4.5 CM;Alat Kesehatan;Pcs;82695;74700.78;Pcs
20005203;TENSOCREPE 15 CM X 4.5 CM;Alat Kesehatan;Pcs;10339317;17400;Pcs
20005204;TENSOCREPE 7.5 CM X 4.5 CM;Alat Kesehatan;Pcs;649572;4600;Pcs
0104k041112;TERMOREX DROP 15ML;Obat Bebas;Pcs;15520;4502.16;Botol
20005222;TERUMO DISP SPUIT 10ML;Alat Kesehatan;Pcs;3819;24508.8;Pcs
200052291;TERUMO DISP SPUIT 3ML;Alat Kesehatan;Pcs;37518;5874.12;Pcs
20005231;TERUMO DISP SPUIT 50ML;Alat Kesehatan;Pcs;20424;6150;Pcs
20005233;TERUMO DISP SPUIT 5ML;Alat Kesehatan;Pcs;48951;15300;Pcs
20005234;TERUMO DISP SPUIT TUBERCULIN 1ML;Alat Kesehatan;Pcs;512265;15300;Pcs
20005251;TERUMO IV CATHETER SURFLO NO 20;Alat Kesehatan;Pcs;12727;14660;Pcs
20005252;TERUMO IV CATHETER SURFLO NO 22G;Alat Kesehatan;Pcs;12727;13053.6;Pcs
8,89E+12;TIGER BALM PLASTER WARM 2 LEMBAR;Alat Kesehatan;Pcs;1274914;15730;Sachet
20005333;TISSUE SUPER MAGIC CASANOVA;Alat Kesehatan;Pcs;10878;19799.13;Pcs
20005334;TISSUE SUPER MAGIC MAN;Alat Kesehatan;Pcs;1368114;10550;Pcs
12100751;TJING TJAU BALSEM 36G;Obat Bebas;Pcs;1752135;9250;Pcs
12100753;TOLAK ANGIN CARE MINYAK ANGIN AROMATHERAPY 10ML;Obat Bebas;Pcs;93995;27972;Pcs
OBT0064;TRANSOFIX;Alat Kesehatan;Pcs;804195;7930;Pcs
0103c0644;TREMENZA SYR 60ML;Oot Prekursor;Pcs;23310;14582.74;Botol
12100757;TRESNOJOYO BALSEM TELON 20G;Obat Bebas;Pcs;707625;4900;Pcs
12100758;TRESNOJOYO BALSEM TELON 40G;Obat Bebas;Pcs;130203;4900;Pcs
0113b0450;ULTRA MILK COKLAT 125ML;F&b;Pcs;4100;5600;Pcs
0113b0460;ULTRA MILK LOW FAT PLAIN 250ML;F&b;Pcs;4100;16184;Pcs
0113b0467;ULTRA MILK STRAW 200ML;F&b;Pcs;4700;13300;Pcs
OBT0438;UNDERPADS WINMED 60X90 2S;Alat Kesehatan;Pcs;14450;13900;Pcs
KPPC4775;URINAL PLASTIK WANITA;Alat Kesehatan;Pcs;11599;21600;Pcs
20005457;URINAL PRIA;Alat Kesehatan;Pcs;115995;9500;Pcs
20005460;URINAL PRIA+TUTUP;Alat Kesehatan;Pcs;17999;37260;Pcs
12100791;V FRESH LANG MINYAK ANGIN AROMATHERAPHY 8ML;Obat Bebas;Pcs;8450;27384;Pcs
OBT0914;VASELINE REPAIRING JELLY 100GR;Obat Bebas;Pcs;32400;10350;Pcs
9,00E+12;VASELINE REPAIRING JELLY BABY 50 ML;Obat Bebas;Pcs;24450;139780;Pcs
OBT0780;VASOFIX IV/ VENFLON G24;Alat Kesehatan;Pcs;9000;7650;Pcs
0103b0238;VENTOLIN INH 100MCG/PUFF 200 DOSE;Obat Keras;Pcs;12154389;67200;Botol
0116f0091;VERILE ACNE FACIAL WASH 40ML;Obat Bebas;Pcs;68244;16890;Pcs
QMVZ3121;VICKS BABY BALSAM 50 G;Obat Bebas;Pcs;599995;7630;Pcs
0103d0025;VICKS INHALER 0.5G;Obat Bebas;Pcs;1507911;18210;Pcs
0103d0026;VICKS VAPORUB 10G;Obat Bebas;Pcs;681428;31540;Pcs
0103d0027;VICKS VAPORUB 25G;Obat Bebas;Pcs;1625651;33600;Pcs
0103d0028;VICKS VAPORUB 50G;Obat Bebas;Pcs;279131;29456;Pcs
012101059x17;WAHIDA MINYAK BUT-BUT 60ML;Obat Herbal;Pcs;30000;29450;Pcs
8,99E+12;WARDAH ACNEDERM DAY MOISTURIZER 40 ML;Obat Bebas;Pcs;26300;45136;Pcs
8,99E+12;WARDAH ACNEDERM NIGHT MOIST 40ML;Obat Bebas;Pcs;26300;45100;Pcs
8,99E+12;WARDAH BODY BUTTER LAVENDER 150ML;Obat Bebas;Pcs;40300;45150;Pcs
8,99E+12;WARDAH BODY BUTTER MILK & PEARL 150ML;Obat Bebas;Pcs;40300;45136;Pcs
8,99E+12;WARDAH BODY BUTTER PASSION FRUIT 150ML;Obat Bebas;Pcs;40300;39648;Pcs
8,99E+12;WARDAH BODY BUTTER STRAWBERRY 150ML;Obat Bebas;Pcs;40300;16600;Pcs
8,99E+12;WARDAH LIGHTENING NIGHT CR 30GR;Obat Bebas;Pcs;35400;18500;Pcs
8,99E+12;WARDAH ND MINERAL + CLAR CLAY MASK 60ML;Obat Bebas;Pcs;14800;80752;Pcs
8,99E+12;WARDAH NDALOE HYDRAMILD MOIST CR 40ML;Obat Bebas;Pcs;16500;133500;Pcs
8,99E+12;WARDAH RENEW YOU ESSENCE 50ML;Obat Bebas;Pcs;72100;23070;Pcs
8,99E+12;WARDAH RENEW YOU TREATMENT ESSENCE 100 ML;Obat Bebas;Pcs;119200;72352;Botol
8,99E+12;WARDAH WHITE SECRET EXFOLIATING SCRUB 50ML;Obat Bebas;Pcs;20600;72400;Pcs
8,99E+12;WARDAH WHITE SECRET EYE CR 10ML;Obat Bebas;Pcs;64600;70000;Pcs
8,99E+12;WARDAH WHITE SECRET INTENSE BRIGHTENING ESSENCE 17ML;Obat Bebas;Pcs;64600;18500;Pcs
8,99E+12;WARDAH WHITE SECRET PURE TREATMEN ESSENCE 50ML;Obat Bebas;Pcs;62500;66000;Pcs
8,99E+12;WARDAH WITCH HAZEL MOIST GEL 40ML;Obat Bebas;Pcs;16500;50400;Pcs
20005623;WISH PREMIUM PANTYLINER 30S (PINK);Alat Kesehatan;Pcs;55000;25875;Pcs
20005624;WISH PREMIUM SANITARY NAPKINS DAY 10S (HIJAU);Alat Kesehatan;Pcs;42000;25875;Pcs
OBT0824;WISH SOAP PEPAYA 80GR;Obat Bebas;Pcs;22500;25875;Pcs
OBT0823;WISH SOAP SEREH 80GR;Obat Bebas;Pcs;22500;22780;Pcs
OBT0836;WISH SOAP SULFUR 80GR;Obat Bebas;Pcs;22500;20380;Pcs
20005626;WOMAN CHOICE STRIP + WADAH 1S;Alat Kesehatan;Pcs;18981;35400;Pcs
20005627;WOMAN CHOICE STRIP 1S;Alat Kesehatan;Pcs;16983;175550;Pcs
20005628;WOMAN CHOICE STRIP MIDSTREAM 1S;Alat Kesehatan;Pcs;29500;31419.77;Pcs
OBT0484;XEPAGEL CR 75G;Obat Bebas;Pcs;154000;97250;Pcs
4,71E+12;YOUNG YOUNG BREAST PUMP 301;Alat Kesehatan;Pcs;2732154;80976;Pcs
4,71E+12;YOUNG YOUNG BREAST PUMP 302;Alat Kesehatan;Pcs;84545;23972.38;Pcs
12100945;YUNNAN BAIYO AEROSOL 50G;Obat Bebas;Pcs;72300;181916.15;Pcs
12100821;ZAMBUK MEDICATED OINTMENT 25G;Obat Bebas;Pot;2140391;89157;Pcs
0108f0096;ZITHROMAX 200MG/5ML SUSP 15ML;Obat Keras;Pouch;16098774;2800;Botol
OBT1162;SUDOCREM BABY CARE CREAM 60 G;Obat Bebas;Pouch;78900;;Pot
OBT0139;GARAM INGGRIS MGSO4 30GR;Obat Bebas;Pouch;2500;;Pouch
OBT0582;H2 HEALTH & HAPPINESS GENETRON TEPUNG MELINJO 250 G;Obat Herbal;Pouch;0;;Pouch
OBT0580;H2 HEALTH & HAPPINESS KAKAO INSTAN 150 G;Obat Herbal;Sachet;0;7640;Pouch
OBT0581;H2 HEALTH & HAPPINESS TEPUNG KELAPA 200 G;Obat Herbal;Sachet;0;10440;Pouch
OBT1125;FRESHCARE EUCALYPTUS 12 PATCH;Alat Kesehatan;Sachet;6700;5978.64;Sachet
OBT1163;HANSAPLAST FROZEN 10 LEMBAR;Alat Kesehatan;Sachet;908017;9040;Sachet
OBT1156;HANSAPLAST MIX KAIN ELASTIS 10 LEMBAR;Alat Kesehatan;Strip;525108;17600;Sachet
OBT0128;SALONPAS KOYO LARGE 2X2 LEMBAR;Alat Kesehatan;Strip;792762;25680;Sachet
